Date,Ticker,Ret
2021-01-04,Strategy,
2021-01-05,Strategy,0.0
2021-01-06,Strategy,0.0
2021-01-07,Strategy,-0.0
2021-01-08,Strategy,-0.0
2021-01-11,Strategy,-0.0
2021-01-12,Strategy,0.0
2021-01-13,Strategy,0.0
2021-01-14,Strategy,0.0
2021-01-15,Strategy,0.0
2021-01-19,Strategy,-0.0
2021-01-20,Strategy,0.0
2021-01-21,Strategy,-0.0
2021-01-22,Strategy,0.0
2021-01-25,Strategy,0.0
2021-01-26,Strategy,-0.0
2021-01-27,Strategy,-0.0
2021-01-28,Strategy,-0.0
2021-01-29,Strategy,-0.0
2021-02-01,Strategy,-0.0
2021-02-02,Strategy,0.0
2021-02-03,Strategy,0.0
2021-02-04,Strategy,0.0
2021-02-05,Strategy,0.0
2021-02-08,Strategy,0.0
2021-02-09,Strategy,-0.003
2021-02-10,Strategy,-0.029937556756060565
2021-02-11,Strategy,-0.022213146894398822
2021-02-12,Strategy,-0.04481748497854329
2021-02-16,Strategy,0.006948897987863046
2021-02-17,Strategy,-0.007694846723331698
2021-02-18,Strategy,0.014400403666591965
2021-02-19,Strategy,0.010651750478371073
2021-02-22,Strategy,-0.010349319808594224
2021-02-23,Strategy,-0.027273311705895854
2021-02-24,Strategy,-0.027588261399312627
2021-02-25,Strategy,0.029125575396800992
2021-02-26,Strategy,0.018730046058680293
2021-03-01,Strategy,-0.02941508752872744
2021-03-02,Strategy,0.02378383445590813
2021-03-03,Strategy,-0.038616308110236267
2021-03-04,Strategy,0.015195246795689812
2021-03-05,Strategy,-0.021522385910835485
2021-03-08,Strategy,-0.03248854935084485
2021-03-09,Strategy,0.028526769372731995
2021-03-10,Strategy,-0.014092131876698255
2021-03-11,Strategy,-0.010408051451125175
2021-03-12,Strategy,-0.016059366716206325
2021-03-15,Strategy,-0.0016680979987481212
2021-03-16,Strategy,0.02974187233273547
2021-03-17,Strategy,0.0158969186511207
2021-03-18,Strategy,0.015186081367701384
2021-03-19,Strategy,-0.0
2021-03-22,Strategy,-0.0
2021-03-23,Strategy,-0.0
2021-03-24,Strategy,0.0
2021-03-25,Strategy,0.0
2021-03-26,Strategy,0.0
2021-03-29,Strategy,-0.0
2021-03-30,Strategy,0.0
2021-03-31,Strategy,-0.0
2021-04-01,Strategy,0.0
2021-04-05,Strategy,-0.0
2021-04-06,Strategy,0.0
2021-04-07,Strategy,-0.0
2021-04-08,Strategy,0.0
2021-04-09,Strategy,0.0
2021-04-12,Strategy,-0.0
2021-04-13,Strategy,0.0
2021-04-14,Strategy,-0.0
2021-04-15,Strategy,0.0
2021-04-16,Strategy,0.0
2021-04-19,Strategy,0.0
2021-04-20,Strategy,-0.0
2021-04-21,Strategy,0.0
2021-04-22,Strategy,-0.0
2021-04-23,Strategy,0.0
2021-04-26,Strategy,0.0
2021-04-27,Strategy,-0.003
2021-04-28,Strategy,-0.0006272227746762262
2021-04-29,Strategy,-0.012007216122143345
2021-04-30,Strategy,0.0027069027256299144
2021-05-03,Strategy,-0.002661548984338339
2021-05-04,Strategy,0.003738787274133655
2021-05-05,Strategy,0.02255664739247228
2021-05-06,Strategy,-0.037492042566114055
2021-05-07,Strategy,-0.021520917926981277
2021-05-10,Strategy,0.001110299085738381
2021-05-11,Strategy,0.018607788694941726
2021-05-12,Strategy,0.032452072738251216
2021-05-13,Strategy,-0.00848485000457141
2021-05-14,Strategy,-0.010466964889204549
2021-05-17,Strategy,-0.0049013563692499665
2021-05-18,Strategy,0.0036599603532625462
2021-05-19,Strategy,0.004920177428859898
2021-05-20,Strategy,-0.0040956805218674616
2021-05-21,Strategy,0.001721932103629254
2021-05-24,Strategy,-0.006140917753668354
2021-05-25,Strategy,0.0040565700839610185
2021-05-26,Strategy,-0.009494206740973038
2021-05-27,Strategy,0.008069285795203865
2021-05-28,Strategy,-0.012450209594870986
2021-06-01,Strategy,-0.022110646869248005
2021-06-02,Strategy,-0.02018509081732131
2021-06-03,Strategy,0.003880407316331782
2021-06-04,Strategy,0.00758999448292795
2021-06-07,Strategy,-0.017516224404763102
2021-06-08,Strategy,-0.01814070525142653
2021-06-09,Strategy,-0.005659497814854026
2021-06-10,Strategy,0.0035312750561959446
2021-06-11,Strategy,-0.012673610088913757
2021-06-14,Strategy,0.0016801875715956513
2021-06-15,Strategy,0.0032934029936938962
2021-06-16,Strategy,0.010803002319280238
2021-06-17,Strategy,0.011311259286088126
2021-06-18,Strategy,0.02301164587598855
2021-06-21,Strategy,0.0
2021-06-22,Strategy,-0.0
2021-06-23,Strategy,0.0
2021-06-24,Strategy,-0.0
2021-06-25,Strategy,0.0
2021-06-28,Strategy,-0.0
2021-06-29,Strategy,0.0
2021-06-30,Strategy,-0.0
2021-07-01,Strategy,0.0
2021-07-02,Strategy,-0.0
2021-07-06,Strategy,-0.0
2021-07-07,Strategy,-0.003
2021-07-08,Strategy,-0.0014821633618807442
2021-07-09,Strategy,0.032605659085003194
2021-07-12,Strategy,0.01936059713308098
2021-07-13,Strategy,-0.02436449503542811
2021-07-14,Strategy,0.0062965378615576755
2021-07-15,Strategy,-0.006971489364370253
2021-07-16,Strategy,-0.003961806432479228
2021-07-19,Strategy,-0.043239876154061184
2021-07-20,Strategy,0.04140949440486208
2021-07-21,Strategy,0.015193250723967742
2021-07-22,Strategy,-0.0225500766384735
2021-07-23,Strategy,0.006426493276843607
2021-07-26,Strategy,0.0009752093789585907
2021-07-27,Strategy,0.01089138830480063
2021-07-28,Strategy,-0.013816789892348158
2021-07-29,Strategy,0.009674522764812897
2021-07-30,Strategy,0.0008132217976071983
2021-08-02,Strategy,-0.008161519923427975
2021-08-03,Strategy,0.001531049681369928
2021-08-04,Strategy,-0.021639472830502642
2021-08-05,Strategy,0.054010236533401645
2021-08-06,Strategy,-0.002096856344550605
2021-08-09,Strategy,0.018493357449461918
2021-08-10,Strategy,-0.005446954528020746
2021-08-11,Strategy,-0.009052486779957639
2021-08-12,Strategy,0.005635625999999758
2021-08-13,Strategy,0.0011400225733122808
2021-08-16,Strategy,0.014564801066754516
2021-08-17,Strategy,0.010277825272710771
2021-08-18,Strategy,-0.0
2021-08-19,Strategy,-0.0
2021-08-20,Strategy,0.0
2021-08-23,Strategy,0.0
2021-08-24,Strategy,0.0
2021-08-25,Strategy,0.0
2021-08-26,Strategy,-0.0
2021-08-27,Strategy,0.0
2021-08-30,Strategy,0.0
2021-08-31,Strategy,0.0
2021-09-01,Strategy,0.0
2021-09-02,Strategy,0.0
2021-09-03,Strategy,-0.0
2021-09-07,Strategy,-0.0
2021-09-08,Strategy,-0.0
2021-09-09,Strategy,-0.0
2021-09-10,Strategy,-0.0
2021-09-13,Strategy,0.0
2021-09-14,Strategy,-0.0
2021-09-15,Strategy,0.0
2021-09-16,Strategy,0.0
2021-09-17,Strategy,-0.0
2021-09-20,Strategy,-0.0
2021-09-21,Strategy,-0.0
2021-09-22,Strategy,0.0
2021-09-23,Strategy,0.0
2021-09-24,Strategy,-0.0
2021-09-27,Strategy,0.0
2021-09-28,Strategy,-0.0
2021-09-29,Strategy,0.0
2021-09-30,Strategy,-0.0
2021-10-01,Strategy,0.0
2021-10-04,Strategy,0.0
2021-10-05,Strategy,-0.0
2021-10-06,Strategy,0.0
2021-10-07,Strategy,0.0
2021-10-08,Strategy,-0.0
2021-10-11,Strategy,0.0
2021-10-12,Strategy,0.0
2021-10-13,Strategy,0.0
2021-10-14,Strategy,0.0
2021-10-15,Strategy,0.0
2021-10-18,Strategy,-0.0
2021-10-19,Strategy,-0.0
2021-10-20,Strategy,0.0
2021-10-21,Strategy,-0.0
2021-10-22,Strategy,-0.0
2021-10-25,Strategy,0.0
2021-10-26,Strategy,0.0
2021-10-27,Strategy,-0.0
2021-10-28,Strategy,0.0
2021-10-29,Strategy,-0.0
2021-11-01,Strategy,0.0
2021-11-02,Strategy,-0.003
2021-11-03,Strategy,-0.034359854570384096
2021-11-04,Strategy,-0.003
2021-11-05,Strategy,-0.049451747916904695
2021-11-08,Strategy,-0.0
2021-11-09,Strategy,0.0
2021-11-10,Strategy,-0.0
2021-11-11,Strategy,0.0
2021-11-12,Strategy,-0.0
2021-11-15,Strategy,0.0
2021-11-16,Strategy,-0.0
2021-11-17,Strategy,0.0
2021-11-18,Strategy,0.0
2021-11-19,Strategy,-0.0
2021-11-22,Strategy,0.0
2021-11-23,Strategy,0.0
2021-11-24,Strategy,0.0
2021-11-26,Strategy,-0.0
2021-11-29,Strategy,0.0
2021-11-30,Strategy,-0.0
2021-12-01,Strategy,-0.0
2021-12-02,Strategy,0.0
2021-12-03,Strategy,-0.0
2021-12-06,Strategy,0.0
2021-12-07,Strategy,0.0
2021-12-08,Strategy,0.0
2021-12-09,Strategy,-0.0
2021-12-10,Strategy,0.0
2021-12-13,Strategy,-0.0
2021-12-14,Strategy,-0.0
2021-12-15,Strategy,0.0
2021-12-16,Strategy,-0.0
2021-12-17,Strategy,0.0
2021-12-20,Strategy,-0.0
2021-12-21,Strategy,0.0
2021-12-22,Strategy,0.0
2021-12-23,Strategy,-0.0
2021-12-27,Strategy,0.0
2021-12-28,Strategy,0.0
2021-12-29,Strategy,0.0
2021-12-30,Strategy,0.0
2021-12-31,Strategy,0.0
2022-01-03,Strategy,0.0
2022-01-04,Strategy,-0.003
2022-01-05,Strategy,0.024130024417456573
2022-01-06,Strategy,-0.0012762853171838424
2022-01-07,Strategy,0.011596021010853141
2022-01-10,Strategy,0.0017183412182918893
2022-01-11,Strategy,-0.0011031738252100143
2022-01-12,Strategy,-0.002719830008135555
2022-01-13,Strategy,-0.008497596191822008
2022-01-14,Strategy,0.019961602858148637
2022-01-18,Strategy,0.017725450990695186
2022-01-19,Strategy,-0.0
2022-01-20,Strategy,-0.003
2022-01-21,Strategy,-0.0020386335038602857
2022-01-24,Strategy,-0.0012912379230511956
2022-01-25,Strategy,0.0151174566885322
2022-01-26,Strategy,-0.009611127661813969
2022-01-27,Strategy,-0.007677428779546388
2022-01-28,Strategy,0.023495271205451775
2022-01-31,Strategy,0.016610478530380498
2022-02-01,Strategy,-0.005445376505666713
2022-02-02,Strategy,0.0021924101074841814
2022-02-03,Strategy,-0.01717357104941807
2022-02-04,Strategy,-0.01368182652285963
2022-02-07,Strategy,-0.0020586133488268866
2022-02-08,Strategy,0.0011231118129391353
2022-02-09,Strategy,0.029947966189640136
2022-02-10,Strategy,-0.020057106822354048
2022-02-11,Strategy,-0.029430513607809575
2022-02-14,Strategy,-0.018142123543971548
2022-02-15,Strategy,0.006881230643536723
2022-02-16,Strategy,0.006229279132069563
2022-02-17,Strategy,-0.011085795812935841
2022-02-18,Strategy,-0.003048148596456055
2022-02-22,Strategy,0.001498322811532974
2022-02-23,Strategy,-0.021143287310703984
2022-02-24,Strategy,0.01220739713606183
2022-02-25,Strategy,0.02739125230457337
2022-02-28,Strategy,-0.02272838984851952
2022-03-01,Strategy,-0.009666121759513872
2022-03-02,Strategy,0.0260929971724789
2022-03-03,Strategy,0.0066120319624825286
2022-03-04,Strategy,0.00103762260163177
2022-03-07,Strategy,-0.03158898270652485
2022-03-08,Strategy,0.022599148970378992
2022-03-09,Strategy,0.00370128007878664
2022-03-10,Strategy,0.0026228394654515003
2022-03-11,Strategy,-0.009649625157053567
2022-03-14,Strategy,-0.019113309970668277
2022-03-15,Strategy,0.009686548872935897
2022-03-16,Strategy,0.008942602360719596
2022-03-17,Strategy,0.0004347778839763769
2022-03-18,Strategy,-0.002276893826726862
2022-03-21,Strategy,0.0017333424137255995
2022-03-22,Strategy,0.010394742812425188
2022-03-23,Strategy,-0.012710998532297662
2022-03-24,Strategy,0.005242930210662415
2022-03-25,Strategy,0.01733385441180224
2022-03-28,Strategy,-0.0035085209550508147
2022-03-29,Strategy,0.03644585151264265
2022-03-30,Strategy,-0.003
2022-03-31,Strategy,0.016906518646094666
2022-04-01,Strategy,-0.01794274661593153
2022-04-04,Strategy,0.010043444985255785
2022-04-05,Strategy,0.012559455796603447
2022-04-06,Strategy,-0.0076746433626199255
2022-04-07,Strategy,0.02027888507079444
2022-04-08,Strategy,-0.010831525190063083
2022-04-11,Strategy,0.0044709622777511105
2022-04-12,Strategy,-0.00030862471689380687
2022-04-13,Strategy,-0.014068484675574578
2022-04-14,Strategy,-0.009376051833330349
2022-04-18,Strategy,0.006417041595383061
2022-04-19,Strategy,-0.019094943099612315
2022-04-20,Strategy,-0.013468414286421718
2022-04-21,Strategy,0.009817140403313223
2022-04-22,Strategy,0.02877838347991439
2022-04-25,Strategy,0.00782695013433277
2022-04-26,Strategy,-0.0
2022-04-27,Strategy,-0.0
2022-04-28,Strategy,0.0
2022-04-29,Strategy,-0.003
2022-05-02,Strategy,-0.015192682892747767
2022-05-03,Strategy,0.02596488489250452
2022-05-04,Strategy,0.03142231320078448
2022-05-05,Strategy,-0.03404210708419713
2022-05-06,Strategy,-0.020161575125341856
2022-05-09,Strategy,-0.034572789389240376
2022-05-10,Strategy,-0.017051859467992862
2022-05-11,Strategy,-0.006131389751161618
2022-05-12,Strategy,0.03647390539810963
2022-05-13,Strategy,0.029522310202033206
2022-05-16,Strategy,-0.0026268854080907797
2022-05-17,Strategy,0.02558785483419316
2022-05-18,Strategy,-0.0427362573685178
2022-05-19,Strategy,-0.019708311536054044
2022-05-20,Strategy,-0.015970304570835
2022-05-23,Strategy,0.0026816258527949752
2022-05-24,Strategy,0.014625948598370764
2022-05-25,Strategy,0.008872403421344021
2022-05-26,Strategy,0.00914802611183985
2022-05-27,Strategy,0.025315554893932515
2022-05-31,Strategy,-0.008739061852137898
2022-06-01,Strategy,-0.010479846223319746
2022-06-02,Strategy,0.001956070112320704
2022-06-03,Strategy,-0.016908499039802367
2022-06-06,Strategy,-0.01305309718356355
2022-06-07,Strategy,0.01797399697467644
2022-06-08,Strategy,-0.02653517268515888
2022-06-09,Strategy,-0.038095365383673405
2022-06-10,Strategy,-0.031230934647142328
2022-06-13,Strategy,-0.0550913835492576
2022-06-14,Strategy,-0.003
2022-06-15,Strategy,0.0076053238368858035
2022-06-16,Strategy,-0.023107264104434047
2022-06-17,Strategy,0.006935976904902589
2022-06-21,Strategy,0.014365012604902385
2022-06-22,Strategy,-0.006066329501870953
2022-06-23,Strategy,0.028729824404976553
2022-06-24,Strategy,0.025264361271373954
2022-06-27,Strategy,0.008381766869148816
2022-06-28,Strategy,-0.01877485655635376
2022-06-29,Strategy,-0.015163103998196347
2022-06-30,Strategy,-0.01336415804486211
2022-07-01,Strategy,0.019871511803197153
2022-07-05,Strategy,-0.008383945279080795
2022-07-06,Strategy,0.001780678702510234
2022-07-07,Strategy,0.004426490884152139
2022-07-08,Strategy,-0.0049674597269053255
2022-07-11,Strategy,0.004548880245256142
2022-07-12,Strategy,0.01406782099149997
2022-07-13,Strategy,-0.01826568468921495
2022-07-14,Strategy,-0.021190737850805975
2022-07-15,Strategy,0.022440005807915404
2022-07-18,Strategy,0.014723420348534785
2022-07-19,Strategy,0.026473874157282248
2022-07-20,Strategy,0.008492340173372177
2022-07-21,Strategy,0.0013287667332929779
2022-07-22,Strategy,-0.0033223339215871233
2022-07-25,Strategy,-0.0055722660513505
2022-07-26,Strategy,0.020227739748181657
2022-07-27,Strategy,-0.015188314518783084
2022-07-28,Strategy,-0.022504246586711605
2022-07-29,Strategy,-0.010095307633789314
2022-08-01,Strategy,-0.0007278686004797835
2022-08-02,Strategy,0.01604807868682177
2022-08-03,Strategy,0.000676253004044223
2022-08-04,Strategy,-0.006726264798649673
2022-08-05,Strategy,-0.007317520429494744
2022-08-08,Strategy,-0.013173663595566614
2022-08-09,Strategy,-0.003419355640089109
2022-08-10,Strategy,-0.018614503919357893
2022-08-11,Strategy,-0.005506207822098999
2022-08-12,Strategy,-0.016995017776067094
2022-08-15,Strategy,-0.0002944974684877499
2022-08-16,Strategy,-0.010642920027623619
2022-08-17,Strategy,0.0028727217215979177
2022-08-18,Strategy,0.004590101355810873
2022-08-19,Strategy,0.017884051379118467
2022-08-22,Strategy,0.0282886656029913
2022-08-23,Strategy,0.003028467662345091
2022-08-24,Strategy,0.0
2022-08-25,Strategy,0.0
2022-08-26,Strategy,-0.0
2022-08-29,Strategy,-0.0
2022-08-30,Strategy,-0.0
2022-08-31,Strategy,-0.0
2022-09-01,Strategy,-0.0
2022-09-02,Strategy,-0.0
2022-09-06,Strategy,0.0
2022-09-07,Strategy,0.0
2022-09-08,Strategy,-0.0
2022-09-09,Strategy,0.0
2022-09-12,Strategy,0.0
2022-09-13,Strategy,-0.0
2022-09-14,Strategy,-0.0
2022-09-15,Strategy,-0.0
2022-09-16,Strategy,0.0
2022-09-19,Strategy,-0.0
2022-09-20,Strategy,-0.003
2022-09-21,Strategy,-0.020685757690016314
2022-09-22,Strategy,-0.030497109359765656
2022-09-23,Strategy,-0.0024978951680057104
2022-09-26,Strategy,-0.02722953878887382
2022-09-27,Strategy,-0.0005534741197852645
2022-09-28,Strategy,0.03450766872852816
2022-09-29,Strategy,-0.022430214845402776
2022-09-30,Strategy,0.014382368389621043
2022-10-03,Strategy,0.012803246579304312
2022-10-04,Strategy,0.028414037361723595
2022-10-05,Strategy,-0.003676884201069642
2022-10-06,Strategy,-0.010889390180997988
2022-10-07,Strategy,-0.0155084177947306
2022-10-10,Strategy,-0.015856631964425053
2022-10-11,Strategy,0.01727449037774826
2022-10-12,Strategy,-0.003796904784657695
2022-10-13,Strategy,0.005995988065769798
2022-10-14,Strategy,-0.019183933606553214
2022-10-17,Strategy,0.029714541595036722
2022-10-18,Strategy,0.014343796330656484
2022-10-19,Strategy,-0.018729410295748237
2022-10-20,Strategy,-0.0074015578584514935
2022-10-21,Strategy,0.01971223726233054
2022-10-24,Strategy,0.007097903902589544
2022-10-25,Strategy,0.03410509526543393
2022-10-26,Strategy,0.008955851827356375
2022-10-27,Strategy,-0.010906328671528262
2022-10-28,Strategy,-0.022832209482819277
2022-10-31,Strategy,-0.0011511399940383738
2022-11-01,Strategy,-0.018770933760544745
2022-11-02,Strategy,0.016964509697406167
2022-11-03,Strategy,-0.0029452251136584864
2022-11-04,Strategy,-0.05755776208184108
2022-11-07,Strategy,0.010675934984523761
2022-11-08,Strategy,0.003822869345269756
2022-11-09,Strategy,0.026460063998728186
2022-11-10,Strategy,-0.061191686695120234
2022-11-11,Strategy,-0.007743671351812387
2022-11-14,Strategy,0.02113603573198896
2022-11-15,Strategy,-0.02168469610862285
2022-11-16,Strategy,0.015820327029771382
2022-11-17,Strategy,-0.01428584375831136
2022-11-18,Strategy,-0.007286730134683733
2022-11-21,Strategy,0.00444126891739239
2022-11-22,Strategy,-0.020474647170329967
2022-11-23,Strategy,0.0050084282445934025
2022-11-25,Strategy,-0.00643761045091149
2022-11-28,Strategy,0.024561520434068923
2022-11-29,Strategy,-0.022454231360791686
2022-11-30,Strategy,-0.009728860838494674
2022-12-01,Strategy,0.018909105819892868
2022-12-02,Strategy,-0.0035246496956702115
2022-12-05,Strategy,0.023262167197267227
2022-12-06,Strategy,0.000690281237258214
2022-12-07,Strategy,0.0
2022-12-08,Strategy,0.0
2022-12-09,Strategy,-0.0
2022-12-12,Strategy,0.0
2022-12-13,Strategy,0.0
2022-12-14,Strategy,0.0
2022-12-15,Strategy,-0.003
2022-12-16,Strategy,-0.019028446556539198
2022-12-19,Strategy,-0.011335717885715968
2022-12-20,Strategy,-0.004078929695516216
2022-12-21,Strategy,0.00921908567101699
2022-12-22,Strategy,-0.005791120246847452
2022-12-23,Strategy,0.011786932710033197
2022-12-27,Strategy,0.002295648288019838
2022-12-28,Strategy,-0.01867985301500772
2022-12-29,Strategy,0.01578858419942304
2022-12-30,Strategy,-0.000698444627563266
2023-01-03,Strategy,0.014705944381028832
2023-01-04,Strategy,0.0234904553807
2023-01-05,Strategy,-0.021408616343231157
2023-01-06,Strategy,0.015264461674167418
2023-01-09,Strategy,-0.013574976258031569
2023-01-10,Strategy,-0.009821425259269571
2023-01-11,Strategy,0.051907504921857715
2023-01-12,Strategy,0.018177499807736086
2023-01-13,Strategy,0.004038725812847814
2023-01-17,Strategy,-0.015591296169220824
2023-01-18,Strategy,0.022081667570994678
2023-01-19,Strategy,0.01800086152728917
2023-01-20,Strategy,-0.011312730600952213
2023-01-23,Strategy,-0.01605544602442744
2023-01-24,Strategy,-0.008403574630668917
2023-01-25,Strategy,-0.0016098569500228946
2023-01-26,Strategy,0.0005292848247241146
2023-01-27,Strategy,-0.009544121814125218
2023-01-30,Strategy,0.013344249177139946
2023-01-31,Strategy,-0.015019076551482692
2023-02-01,Strategy,-0.004149739477789344
2023-02-02,Strategy,-0.016999160332673312
2023-02-03,Strategy,0.008848660528419212
2023-02-06,Strategy,0.012362129254867873
2023-02-07,Strategy,0.013138064998812784
2023-02-08,Strategy,0.008240898736387744
2023-02-09,Strategy,0.001982987340627529
2023-02-10,Strategy,0.0
2023-02-13,Strategy,0.0
2023-02-14,Strategy,-0.0
2023-02-15,Strategy,-0.0
2023-02-16,Strategy,-0.0
